# file:
#   name: cheap-direct_-500_500_5_10_0.1
#   comment: ''
#   date: '2024-11-08T15:02:20.124506'
#   index_col: motor_input
#   table_delim: "\t"
# user:
#   motor_name: cheap-direct
#   min_pos: -500
#   max_pos: 500
#   step: 5
#   cycles: 10
#   delay: 0.1
#   meas_type: short
#   input_units: null
#   calibration:
#     cam_position_um:
#     - -801
#     - -642
#     - -446
#     - -211
#     - -61
#     - 135
#     - 328
#     - 524
#     - 709
#     qpd_voltage_mV:
#     - -6481.35
#     - -5347.7
#     - -3769.225
#     - -1655.295
#     - -204.915
#     - 1661.76
#     - 3415.0
#     - 4999.98
#     - 6362.025
#     rescale_ref_um: 173
#     rescale_ref_mV: 1790
#     optical_lever_m: 0.75
#     mirror_lever_m: 0.031
#   compensated_backlash: 0
#   input_to_translation: 1.52587890625e-08
# dev: {}
# 
motor_input	qpd_voltage_mV
495	2553.875
490	2597.0
485	2603.0
480	2603.0
475	2598.0
470	2598.0
465	2601.0
460	2601.0
455	2625.0
450	2620.625
445	2620.0
440	2635.0
435	2635.0
430	2610.0
425	2610.0
420	2631.0
415	2627.0625
410	2622.0
405	2638.0
400	2638.0
395	2590.0
390	2590.0
385	2627.0
380	2624.75
375	2623.0
370	2597.0
365	2597.0
360	2594.0
355	2594.0
350	2623.0
345	2624.25
340	2643.0
335	2638.0
330	2638.0
325	2648.0
320	2648.0
315	2628.0
310	2628.0
305	2593.0
300	2578.375
295	2554.0
290	2531.0
285	2531.0
280	2478.0
275	2478.0
270	2406.0
265	2396.25
260	2328.0
255	2262.0
250	2262.0
245	2210.0
240	2210.0
235	2132.0
230	2132.0
225	2158.0
220	2121.5625
215	2105.0
210	2040.0
205	2040.0
200	1976.0
195	1947.5
190	1919.0
185	1843.0
180	1843.0
175	1779.0
170	1779.0
165	1773.0
160	1773.0
155	1699.0
150	1653.0
145	1653.0
140	1622.0
135	1622.0
130	1577.0
125	1570.625
120	1543.0
115	1453.0
110	1453.0
105	1416.0
100	1416.0
95	1360.0
90	1360.0
85	1314.0
80	1262.8125
75	1251.0
70	1233.0
65	1233.0
60	1188.0
55	1188.0
50	1154.0
45	1084.875
40	1075.0
35	1022.0
30	1022.0
25	956.0
20	956.0
15	930.0
10	930.0
5	834.0
0	832.125
-5	832.0
-10	764.0
-15	764.0
-20	723.0
-25	706.5
-30	657.0
-35	605.0
-40	605.0
-45	541.0
-50	541.0
-55	498.0
-60	495.75
-65	492.0
-70	434.0
-75	434.0
-80	355.0
-85	355.0
-90	314.0
-95	293.0
-100	293.0
-105	232.0
-110	232.0
-115	181.0
-120	161.0625
-125	152.0
-130	101.0
-135	101.0
-140	21.0
-145	21.0
-150	-28.0
-155	-30.5
-160	-38.0
-165	-128.0
-170	-128.0
-175	-180.0
-180	-180.0
-185	-241.0
-190	-297.0625
-195	-310.0
-200	-329.0
-205	-329.0
-210	-361.0
-215	-361.0
-220	-400.0
-225	-419.5
-230	-452.0
-235	-527.0
-240	-527.0
-245	-578.0
-250	-578.0
-255	-586.0
-260	-658.875
-265	-692.0
-270	-708.0
-275	-708.0
-280	-785.0
-285	-785.0
-290	-828.0
-295	-828.0
-300	-878.0
-305	-928.0
-310	-928.0
-315	-967.0
-320	-967.0
-325	-1039.0
-330	-1039.0
-335	-1100.0
-340	-1138.0
-345	-1138.0
-350	-1188.0
-355	-1188.0
-360	-1203.0
-365	-1207.5
-370	-1221.0
-375	-1319.0
-380	-1319.0
-385	-1356.0
-390	-1356.0
-395	-1413.0
-400	-1413.0
-405	-1438.0
-410	-1515.0
-415	-1515.0
-420	-1554.0
-425	-1554.0
-430	-1564.0
-435	-1564.0
-440	-1642.0
-445	-1668.0
-450	-1668.0
-455	-1697.0
-460	-1697.0
-465	-1742.0
-470	-1752.375
-475	-1825.0
-480	-1856.0
-485	-1856.0
-490	-1935.0
-495	-1935.0
-500	-1979.0
-495	-2003.1875
-490	-2022.0
-485	-2019.0
-480	-2019.0
-475	-2027.0
-470	-2027.0
-465	-2086.0
-460	-2029.125
-455	-2021.0
-450	-2031.0
-445	-2031.0
-440	-2044.0
-435	-2044.0
-430	-2035.0
-425	-2059.375
-420	-2061.0
-415	-2072.0
-410	-2072.0
-405	-2054.0
-400	-2054.0
-395	-2030.0
-390	-2040.3125
-385	-2041.0
-380	-2083.0
-375	-2083.0
-370	-2053.0
-365	-2044.0
-360	-2005.0
-355	-1946.0
-350	-1946.0
-345	-1892.0
-340	-1892.0
-335	-1875.0
-330	-1875.0
-325	-1794.0
-320	-1786.125
-315	-1752.0
-310	-1700.0
-305	-1700.0
-300	-1665.0
-295	-1665.0
-290	-1621.0
-285	-1621.0
-280	-1587.0
-275	-1558.0
-270	-1558.0
-265	-1509.0
-260	-1509.0
-255	-1494.0
-250	-1494.0
-245	-1406.0
-240	-1384.625
-235	-1349.0
-230	-1313.0
-225	-1313.0
-220	-1294.0
-215	-1294.0
-210	-1210.0
-205	-1210.0
-200	-1164.0
-195	-1145.5
-190	-1127.0
-185	-1053.0
-180	-1053.0
-175	-1040.0
-170	-1040.0
-165	-969.0
-160	-872.0
-155	-872.0
-150	-853.0
-145	-853.0
-140	-845.0
-135	-823.25
-130	-758.0
-125	-741.0
-120	-741.0
-115	-676.0
-110	-676.0
-105	-606.0
-100	-602.5
-95	-578.0
-90	-532.0
-85	-532.0
-80	-516.0
-75	-516.0
-70	-468.0
-65	-468.0
-60	-397.0
-55	-380.125
-50	-343.0
-45	-266.0
-40	-266.0
-35	-214.0
-30	-214.0
-25	-155.0
-20	-148.75
-15	-135.0
-10	-128.0
-5	-128.0
0	-80.0
5	-80.0
10	4.0
15	30.5
20	57.0
25	90.0
30	90.0
35	118.0
40	118.0
45	154.0
50	166.9375
55	177.0
60	254.0
65	254.0
70	319.0
75	319.0
80	339.0
85	339.0
90	362.0
95	467.0
100	467.0
105	513.0
110	513.0
115	541.0
120	560.75
125	620.0
130	655.0
135	655.0
140	683.0
145	683.0
150	736.0
155	749.75
160	791.0
165	793.0
170	793.0
175	875.0
180	875.0
185	949.0
190	949.0
195	993.0
200	1004.0
205	1004.0
210	1060.0
215	1060.0
220	1090.0
225	1098.8125
230	1137.0
235	1190.0
240	1190.0
245	1244.0
250	1244.0
255	1287.0
260	1287.0
265	1342.0
270	1392.0
275	1392.0
280	1425.0
285	1425.0
290	1499.0
295	1499.0
300	1544.0
305	1583.0
310	1583.0
315	1600.0
320	1600.0
325	1663.0
330	1663.0
335	1726.0
340	1730.25
345	1760.0
350	1800.0
355	1800.0
360	1835.0
365	1835.0
370	1886.0
375	1928.0
380	1928.0
385	1976.0
390	1976.0
395	1994.0
400	1994.0
405	2060.0
410	2088.4375
415	2125.0
420	2166.0
425	2166.0
430	2158.0
435	2158.0
440	2235.0
445	2284.0
450	2284.0
455	2309.0
460	2309.0
465	2341.0
470	2341.0
475	2406.0
480	2440.5
485	2452.0
490	2500.0
495	2500.0
500	2549.0
495	2549.0
490	2577.0
485	2577.0
480	2580.0
475	2581.5
470	2582.0
465	2576.0
460	2576.0
455	2591.0
450	2591.0
445	2600.0
440	2614.0
435	2614.0
430	2584.0
425	2584.0
420	2566.0
415	2566.0
410	2610.0
405	2599.0
400	2599.0
395	2587.0
390	2587.0
385	2625.0
380	2625.0
375	2610.0
370	2610.0
365	2603.0
360	2633.9375
355	2636.0
350	2623.0
345	2623.0
340	2603.0
335	2612.9375
330	2656.0
325	2650.0
320	2650.0
315	2638.0
310	2638.0
305	2576.0
300	2576.0
295	2518.0
290	2477.0
285	2477.0
280	2412.0
275	2412.0
270	2373.0
265	2373.0
260	2319.0
255	2272.125
250	2244.0
245	2241.0
240	2241.0
235	2176.0
230	2176.0
225	2139.0
220	2123.25
215	2097.0
210	2055.0
205	2055.0
200	1992.0
195	1992.0
190	1902.0
185	1902.0
180	1840.0
175	1822.375
170	1746.0
165	1752.0
160	1752.0
155	1685.0
150	1685.0
145	1665.0
140	1612.5
135	1605.0
130	1569.0
125	1569.0
120	1526.0
115	1517.9375
110	1483.0
105	1380.0
100	1380.0
95	1367.0
90	1367.0
85	1292.0
80	1282.9375
75	1263.0
70	1214.0
65	1214.0
60	1153.0
55	1153.0
50	1089.0
45	1088.0
40	1081.0
35	1056.0
30	1056.0
25	957.0
20	957.0
15	935.0
10	935.0
5	851.0
0	798.5
-5	795.0
-10	779.0
-15	779.0
-20	689.0
-25	675.875
-30	675.0
-35	605.0
-40	605.0
-45	564.0
-50	564.0
-55	523.0
-60	498.5
-65	467.0
-70	418.0
-75	418.0
-80	355.0
-85	355.0
-90	302.0
-95	226.0
-100	226.0
-105	244.0
-110	244.0
-115	173.0
-120	173.0
-125	108.0
-130	41.375
-135	26.0
-140	19.0
-145	19.0
-150	-22.0
-155	-22.0
-160	-92.0
-165	-141.0
-170	-141.0
-175	-176.0
-180	-176.0
-185	-196.0
-190	-220.0
-195	-244.0
-200	-334.0
-205	-334.0
-210	-378.0
-215	-378.0
-220	-440.0
-225	-464.75
-230	-506.0
-235	-544.0
-240	-544.0
-245	-598.0
-250	-598.0
-255	-652.0
-260	-659.25
-265	-681.0
-270	-690.0
-275	-690.0
-280	-761.0
-285	-761.0
-290	-861.0
-295	-861.0
-300	-939.0
-305	-949.6875
-310	-958.0
-315	-974.0
-320	-974.0
-325	-1025.0
-330	-1028.875
-335	-1087.0
-340	-1111.0
-345	-1111.0
-350	-1174.0
-355	-1174.0
-360	-1209.0
-365	-1209.0
-370	-1254.0
-375	-1258.125
-380	-1287.0
-385	-1352.0
-390	-1352.0
-395	-1385.0
-400	-1385.0
-405	-1500.0
-410	-1500.0
-415	-1524.0
-420	-1520.0625
-425	-1503.0
-430	-1547.0
-435	-1547.0
-440	-1674.0
-445	-1674.0
-450	-1693.0
-455	-1693.0
-460	-1752.0
-465	-1795.875
-470	-1830.0
-475	-1878.0
-480	-1878.0
-485	-1895.0
-490	-1895.0
-495	-1951.0
-500	-2012.25
-495	-2021.0
-490	-2051.0
-485	-2051.0
-480	-2049.0
-475	-2049.0
-470	-2018.0
-465	-2018.0
-460	-2037.0
-455	-2004.0
-450	-2004.0
-445	-2017.0
-440	-2017.0
-435	-2039.0
-430	-2027.625
-425	-2013.0
-420	-2045.0
-415	-2045.0
-410	-2068.0
-405	-2068.0
-400	-2037.0
-395	-2031.0
-390	-1989.0
-385	-2058.0
-380	-2058.0
-375	-2016.0
-370	-2016.0
-365	-1996.0
-360	-1969.0
-355	-1969.0
-350	-1942.0
-345	-1942.0
-340	-1870.0
-335	-1854.375
-330	-1820.0
-325	-1829.0
-320	-1829.0
-315	-1785.0
-310	-1785.0
-305	-1697.0
-300	-1665.375
-295	-1651.0
-290	-1609.0
-285	-1609.0
-280	-1632.0
-275	-1609.8125
-270	-1561.0
-265	-1535.0
-260	-1535.0
-255	-1438.0
-250	-1438.0
-245	-1444.0
-240	-1377.3125
-235	-1347.0
-230	-1325.0
-225	-1325.0
-220	-1279.0
-215	-1256.5
-210	-1207.0
-205	-1187.0
-200	-1187.0
-195	-1098.0
-190	-1098.0
-185	-1046.0
-180	-1046.0
-175	-981.0
-170	-982.25
-165	-991.0
-160	-853.0
-155	-853.0
-150	-856.0
-145	-856.0
-140	-798.0
-135	-798.0
-130	-748.0
-125	-721.0
-120	-721.0
-115	-678.0
-110	-678.0
-105	-625.0
-100	-620.375
-95	-588.0
-90	-598.0
-85	-598.0
-80	-494.0
-75	-494.0
-70	-448.0
-65	-448.0
-60	-423.0
-55	-404.25
-50	-348.0
-45	-329.0
-40	-329.0
-35	-315.0
-30	-315.0
-25	-254.0
-20	-154.0
-15	-154.0
-10	-141.0
-5	-141.0
0	-81.0
5	-59.0
10	-37.0
15	24.0
20	24.0
25	42.0
30	42.0
35	97.0
40	135.0
45	135.0
50	212.0
55	212.0
60	243.0
65	243.0
70	265.0
75	281.625
80	303.0
85	385.0
90	385.0
95	407.0
100	407.0
105	478.0
110	479.625
115	504.0
120	567.0
125	567.0
130	586.0
135	586.0
140	644.0
145	664.75
150	727.0
155	736.0
160	736.0
165	840.0
170	840.0
175	855.0
180	917.5625
185	932.0
190	983.0
195	983.0
200	1009.0
205	1009.0
210	1056.0
215	1074.0
220	1092.0
225	1129.0
230	1129.0
235	1149.0
240	1168.5
245	1227.0
250	1280.0
255	1280.0
260	1325.0
265	1325.0
270	1349.0
275	1408.125
280	1435.0
285	1432.0
290	1432.0
295	1492.0
300	1492.0
305	1532.0
310	1573.0
315	1573.0
320	1628.0
325	1628.0
330	1649.0
335	1649.0
340	1702.0
345	1740.5
350	1758.0
355	1810.0
360	1810.0
365	1848.0
370	1848.0
375	1881.0
380	1881.625
385	1886.0
390	1934.0
395	1934.0
400	2065.0
405	2065.0
410	2075.0
415	2080.5
420	2119.0
425	2170.0
430	2170.0
435	2164.0
440	2164.0
445	2244.0
450	2244.0
455	2284.0
460	2286.25
465	2288.0
470	2362.0
475	2362.0
480	2439.0
485	2439.0
490	2446.0
495	2470.75
500	2482.0
495	2554.0
490	2554.0
485	2562.0
480	2562.0
475	2554.0
470	2557.5
465	2562.0
460	2559.0
455	2559.0
450	2543.0
445	2543.0
440	2557.0
435	2572.5
430	2588.0
425	2575.0
420	2575.0
415	2570.0
410	2570.25
405	2572.0
400	2558.0
395	2558.0
390	2594.0
385	2594.0
380	2608.0
375	2573.0
370	2568.0
365	2558.0
360	2558.0
355	2564.0
350	2564.0
345	2615.0
340	2605.375
335	2601.0
330	2589.0
325	2589.0
320	2558.0
315	2558.0
310	2535.0
305	2535.0
300	2499.0
295	2455.0
290	2455.0
285	2463.0
280	2463.0
275	2429.0
270	2429.0
265	2380.0
260	2292.0
255	2292.0
250	2219.0
245	2219.0
240	2211.0
235	2172.75
230	2143.0
225	2103.0
220	2103.0
215	2043.0
210	2043.0
205	1970.0
200	1949.0
195	1949.0
190	1856.0
185	1856.0
180	1832.0
175	1832.0
170	1769.0
165	1767.0
160	1767.0
155	1669.0
150	1669.0
145	1605.0
140	1594.5
135	1591.0
130	1560.0
125	1560.0
120	1469.0
115	1466.125
110	1446.0
105	1413.0
100	1413.0
95	1323.0
90	1323.0
85	1270.0
80	1259.125
75	1212.0
70	1230.0
65	1230.0
60	1167.0
55	1167.0
50	1107.0
45	1107.0
40	1040.0
35	1016.0
30	1016.0
25	954.0
20	954.0
15	901.0
10	878.25
5	849.0
0	774.9375
-5	770.0
-10	740.0
-15	740.0
-20	700.0
-25	700.0
-30	639.0
-35	639.0
-40	608.0
-45	584.375
-50	554.0
-55	520.0
-60	520.0
-65	419.0
-70	419.0
-75	396.0
-80	400.125
-85	402.0
-90	322.0
-95	322.0
-100	238.0
-105	238.0
-110	168.0
-115	168.0
-120	104.0
-125	117.75
-130	126.0
-135	13.0
-140	13.0
-145	-30.0
-150	-30.0
-155	-36.0
-160	-72.875
-165	-95.0
-170	-124.0
-175	-124.0
-180	-163.0
-185	-191.4375
-190	-228.0
-195	-312.0
-200	-312.0
-205	-367.0
-210	-367.0
-215	-342.0
-220	-342.0
-225	-421.0
-230	-490.125
-235	-500.0
-240	-525.0
-245	-525.0
-250	-613.0
-255	-621.0625
-260	-656.0
-265	-710.0
-270	-710.0
-275	-755.0
-280	-767.8125
-285	-796.0
-290	-833.0
-295	-833.0
-300	-892.0
-305	-892.0
-310	-948.0
-315	-979.6875
-320	-987.0
-325	-1055.0
-330	-1055.0
-335	-1108.0
-340	-1108.0
-345	-1138.0
-350	-1170.5
-355	-1178.0
-360	-1248.0
